"Date"	"Time"	"Total volume"	"Reverse volume"	"Flow rate"	"On time"	"Temperature (medium)"	"Status"	"Min. flow rate"	"Max. flow rate"	"Error time"	"Forward volume"	"Temperature (environment)"	"Overload time"	"ac_id"
2019-03-19	11	64.254	"0.000 m³"	"0.031 m³/h"	"3142 h"	28.8	NA	"0.031 m³/h"	"0.050 m³/h"	"0 h"	"64.254 m³"	25.5	"0 s"	"8482760753"
2019-03-19	12	64.28	"0.000 m³"	"0.020 m³/h"	"3143 h"	28.7	NA	"0.024 m³/h"	"0.031 m³/h"	"0 h"	"64.280 m³"	26.4	"0 s"	"8482760753"
2019-03-19	13	64.302	"0.000 m³"	"0.021 m³/h"	"3144 h"	28.8	NA	"0.019 m³/h"	"0.024 m³/h"	"0 h"	"64.302 m³"	27.6	"0 s"	"8482760753"
2019-03-19	14	64.321	"0.000 m³"	"0.012 m³/h"	"3145 h"	28.9	NA	"0.018 m³/h"	"0.020 m³/h"	"0 h"	"64.321 m³"	29	"0 s"	"8482760753"
2019-03-19	15	64.34	"0.000 m³"	"0.015 m³/h"	"3146 h"	29	NA	"0.018 m³/h"	"0.018 m³/h"	"0 h"	"64.340 m³"	29.5	"0 s"	"8482760753"
2019-03-19	16	64.358	"0.000 m³"	"0.012 m³/h"	"3147 h"	29	NA	"0.018 m³/h"	"0.018 m³/h"	"0 h"	"64.358 m³"	29.9	"0 s"	"8482760753"
2019-03-19	17	65.254	"0.000 m³"	"1.669 m³/h"	"3148 h"	29.3	NA	"0.017 m³/h"	"1.720 m³/h"	"0 h"	"65.254 m³"	29.5	"0 s"	"8482760753"
2019-03-19	18	65.577	"0.000 m³"	"0.084 m³/h"	"3149 h"	29.1	NA	"0.089 m³/h"	"0.792 m³/h"	"0 h"	"65.577 m³"	27.6	"0 s"	"8482760753"
2019-03-19	19	65.623	"0.000 m³"	"0.039 m³/h"	"3150 h"	28.9	NA	"0.036 m³/h"	"0.060 m³/h"	"0 h"	"65.623 m³"	25.9	"0 s"	"8482760753"
2019-03-19	20	65.65	"0.000 m³"	"0.023 m³/h"	"3151 h"	28.7	NA	"0.025 m³/h"	"0.032 m³/h"	"0 h"	"65.650 m³"	24.9	"0 s"	"8482760753"
2019-03-19	21	65.857	"0.000 m³"	"1.672 m³/h"	"3152 h"	29.2	NA	"0.024 m³/h"	"0.757 m³/h"	"0 h"	"65.857 m³"	24.3	"0 s"	"8482760753"
2019-03-19	22	66.739	"0.000 m³"	"0.134 m³/h"	"3153 h"	29	NA	"0.175 m³/h"	"1.748 m³/h"	"0 h"	"66.739 m³"	23.9	"0 s"	"8482760753"
2019-03-19	23	66.809	"0.000 m³"	"0.034 m³/h"	"3154 h"	28.8	NA	"0.048 m³/h"	"0.104 m³/h"	"0 h"	"66.809 m³"	23.5	"0 s"	"8482760753"
2019-03-15	0	2.962	"0.000 m³"	"0.040 m³/h"	"3035 h"	32.4	NA	"0.033 m³/h"	"0.037 m³/h"	"0 h"	"2.962 m³"	25.1	"0 s"	"8603465968"
2019-03-15	1	2.999	"0.000 m³"	"0.032 m³/h"	"3036 h"	32.2	NA	"0.033 m³/h"	"0.039 m³/h"	"0 h"	"2.999 m³"	24.5	"0 s"	"8603465968"
2019-03-15	2	3.028	"0.000 m³"	"0.034 m³/h"	"3037 h"	32.1	NA	"0.028 m³/h"	"0.032 m³/h"	"0 h"	"3.028 m³"	24.1	"0 s"	"8603465968"
2019-03-15	3	3.055	"0.000 m³"	"0.023 m³/h"	"3038 h"	31.8	NA	"0.022 m³/h"	"0.030 m³/h"	"0 h"	"3.055 m³"	24.1	"0 s"	"8603465968"
2019-03-15	4	3.073	"0.000 m³"	"0.016 m³/h"	"3039 h"	31.6	NA	"0.017 m³/h"	"0.021 m³/h"	"0 h"	"3.073 m³"	24.3	"0 s"	"8603465968"
2019-03-15	5	3.088	"0.000 m³"	"0.013 m³/h"	"3040 h"	31.3	NA	"0.014 m³/h"	"0.015 m³/h"	"0 h"	"3.088 m³"	24.1	"0 s"	"8603465968"
2019-03-15	6	3.099	"0.000 m³"	"0.011 m³/h"	"3041 h"	30.7	NA	"0.010 m³/h"	"0.012 m³/h"	"0 h"	"3.099 m³"	23.9	"0 s"	"8603465968"
2019-03-15	7	3.108	"0.000 m³"	"0.006 m³/h"	"3042 h"	30.5	NA	"0.009 m³/h"	"0.010 m³/h"	"0 h"	"3.108 m³"	23.1	"0 s"	"8603465968"
2019-03-15	8	3.283	"0.000 m³"	"0.298 m³/h"	"3043 h"	32.9	NA	"0.015 m³/h"	"0.558 m³/h"	"0 h"	"3.283 m³"	23.9	"0 s"	"8603465968"
2019-03-15	9	3.485	"0.000 m³"	"0.477 m³/h"	"3044 h"	32.9	NA	"0.158 m³/h"	"0.254 m³/h"	"0 h"	"3.485 m³"	24.9	"0 s"	"8603465968"
2019-03-15	10	3.64	"0.000 m³"	"0.123 m³/h"	"3045 h"	32.7	NA	"0.059 m³/h"	"0.239 m³/h"	"0 h"	"3.640 m³"	25.3	"0 s"	"8603465968"
2019-03-15	11	3.745	"0.000 m³"	"0.067 m³/h"	"3046 h"	32.6	NA	"0.067 m³/h"	"0.121 m³/h"	"0 h"	"3.745 m³"	27.2	"0 s"	"8603465968"
2019-03-15	12	3.805	"0.000 m³"	"0.084 m³/h"	"3047 h"	32.7	NA	"0.040 m³/h"	"0.090 m³/h"	"0 h"	"3.805 m³"	26.8	"0 s"	"8603465968"
2019-03-15	13	3.93	"0.000 m³"	"0.349 m³/h"	"3048 h"	32.9	NA	"0.053 m³/h"	"0.229 m³/h"	"0 h"	"3.930 m³"	26.8	"0 s"	"8603465968"
2019-03-15	14	4.008	"0.000 m³"	"0.032 m³/h"	"3049 h"	32.4	NA	"0.037 m³/h"	"0.159 m³/h"	"0 h"	"4.008 m³"	27.8	"0 s"	"8603465968"
2019-03-15	15	4.215	"0.000 m³"	"0.073 m³/h"	"3050 h"	32.6	NA	"0.036 m³/h"	"0.415 m³/h"	"0 h"	"4.215 m³"	27.2	"0 s"	"8603465968"
2019-03-15	16	4.252	"0.000 m³"	"0.030 m³/h"	"3051 h"	32	NA	"0.025 m³/h"	"0.054 m³/h"	"0 h"	"4.252 m³"	26.4	"0 s"	"8603465968"
2019-03-15	17	4.426	"0.000 m³"	"0.108 m³/h"	"3052 h"	32.7	NA	"0.022 m³/h"	"0.251 m³/h"	"0 h"	"4.426 m³"	25.7	"0 s"	"8603465968"
2019-03-15	18	4.472	"0.000 m³"	"0.030 m³/h"	"3053 h"	31.9	NA	"0.028 m³/h"	"0.075 m³/h"	"0 h"	"4.472 m³"	24.9	"0 s"	"8603465968"
2019-03-15	19	4.541	"0.000 m³"	"0.404 m³/h"	"3054 h"	32.9	NA	"0.023 m³/h"	"0.205 m³/h"	"0 h"	"4.541 m³"	24.1	"0 s"	"8603465968"
2019-03-15	20	4.629	"0.000 m³"	"0.035 m³/h"	"3055 h"	32.2	NA	"0.036 m³/h"	"0.196 m³/h"	"0 h"	"4.629 m³"	24.3	"0 s"	"8603465968"
2019-03-15	21	4.695	"0.000 m³"	"0.035 m³/h"	"3056 h"	32.3	NA	"0.045 m³/h"	"0.082 m³/h"	"0 h"	"4.695 m³"	24.1	"0 s"	"8603465968"
2019-03-15	22	4.722	"0.000 m³"	"0.024 m³/h"	"3057 h"	31.7	NA	"0.021 m³/h"	"0.035 m³/h"	"0 h"	"4.722 m³"	23.7	"0 s"	"8603465968"
2019-03-15	23	4.739	"0.000 m³"	"0.010 m³/h"	"3058 h"	31.2	NA	"0.015 m³/h"	"0.020 m³/h"	"0 h"	"4.739 m³"	23.1	"0 s"	"8603465968"
2019-03-16	0	4.754	"0.000 m³"	"0.016 m³/h"	"3059 h"	31.3	NA	"0.014 m³/h"	"0.016 m³/h"	"0 h"	"4.754 m³"	22.6	"0 s"	"8603465968"
2019-03-16	1	4.771	"0.000 m³"	"0.013 m³/h"	"3060 h"	31.3	NA	"0.016 m³/h"	"0.017 m³/h"	"0 h"	"4.771 m³"	22.4	"0 s"	"8603465968"
2019-03-16	2	4.789	"0.000 m³"	"0.025 m³/h"	"3061 h"	31.5	NA	"0.017 m³/h"	"0.020 m³/h"	"0 h"	"4.789 m³"	22.2	"0 s"	"8603465968"
2019-03-16	3	4.811	"0.000 m³"	"0.022 m³/h"	"3062 h"	31.6	NA	"0.021 m³/h"	"0.023 m³/h"	"0 h"	"4.811 m³"	22	"0 s"	"8603465968"
2019-03-16	4	4.832	"0.000 m³"	"0.020 m³/h"	"3063 h"	31.5	NA	"0.020 m³/h"	"0.021 m³/h"	"0 h"	"4.832 m³"	22.4	"0 s"	"8603465968"
2019-03-16	5	4.85	"0.000 m³"	"0.017 m³/h"	"3064 h"	31.2	NA	"0.017 m³/h"	"0.019 m³/h"	"0 h"	"4.850 m³"	22.4	"0 s"	"8603465968"
2019-03-16	6	4.862	"0.000 m³"	"0.015 m³/h"	"3065 h"	30.7	NA	"0.012 m³/h"	"0.014 m³/h"	"0 h"	"4.862 m³"	22	"0 s"	"8603465968"
2019-03-16	7	4.892	"0.000 m³"	"0.048 m³/h"	"3066 h"	32.3	NA	"0.009 m³/h"	"0.053 m³/h"	"0 h"	"4.892 m³"	22.4	"0 s"	"8603465968"
2019-03-16	8	5.522	"0.000 m³"	"0.663 m³/h"	"3067 h"	32.9	NA	"0.430 m³/h"	"0.800 m³/h"	"0 h"	"5.522 m³"	24.5	"0 s"	"8603465968"
2019-03-16	9	5.684	"0.000 m³"	"0.032 m³/h"	"3068 h"	32.3	NA	"0.042 m³/h"	"0.309 m³/h"	"0 h"	"5.684 m³"	26.4	"0 s"	"8603465968"
2019-03-16	10	5.758	"0.000 m³"	"0.031 m³/h"	"3069 h"	32.3	NA	"0.039 m³/h"	"0.157 m³/h"	"0 h"	"5.758 m³"	27.8	"0 s"	"8603465968"
2019-03-16	11	5.781	"0.000 m³"	"0.015 m³/h"	"3070 h"	32	NA	"0.019 m³/h"	"0.029 m³/h"	"0 h"	"5.781 m³"	29	"0 s"	"8603465968"
2019-03-16	12	5.855	"0.000 m³"	"0.052 m³/h"	"3071 h"	32.6	NA	"0.045 m³/h"	"0.124 m³/h"	"0 h"	"5.855 m³"	31.7	"0 s"	"8603465968"
2019-03-16	13	5.986	"0.000 m³"	"0.346 m³/h"	"3072 h"	32.9	NA	"0.046 m³/h"	"0.354 m³/h"	"0 h"	"5.986 m³"	33	"0 s"	"8603465968"
2019-03-16	14	6.092	"0.000 m³"	"0.039 m³/h"	"3073 h"	32.7	NA	"0.043 m³/h"	"0.260 m³/h"	"0 h"	"6.092 m³"	34.8	"0 s"	"8603465968"
2019-03-16	15	6.117	"0.000 m³"	"0.015 m³/h"	"3074 h"	32.4	NA	"0.018 m³/h"	"0.034 m³/h"	"0 h"	"6.117 m³"	35.9	"0 s"	"8603465968"
2019-03-16	16	6.167	"0.000 m³"	"0.031 m³/h"	"3075 h"	32.6	NA	"0.031 m³/h"	"0.079 m³/h"	"0 h"	"6.167 m³"	35.9	"0 s"	"8603465968"
2019-03-16	17	6.186	"0.000 m³"	"0.015 m³/h"	"3076 h"	32.2	NA	"0.014 m³/h"	"0.025 m³/h"	"0 h"	"6.186 m³"	34.8	"0 s"	"8603465968"
2019-03-16	18	6.196	"0.000 m³"	"0.008 m³/h"	"3077 h"	31.5	NA	"0.009 m³/h"	"0.011 m³/h"	"0 h"	"6.196 m³"	31.7	"0 s"	"8603465968"
2019-03-16	19	6.206	"0.000 m³"	"0.013 m³/h"	"3078 h"	31.6	NA	"0.009 m³/h"	"0.011 m³/h"	"0 h"	"6.206 m³"	29.3	"0 s"	"8603465968"
2019-03-16	20	6.22	"0.000 m³"	"0.016 m³/h"	"3079 h"	31.9	NA	"0.012 m³/h"	"0.015 m³/h"	"0 h"	"6.220 m³"	28.2	"0 s"	"8603465968"
2019-03-16	21	6.236	"0.000 m³"	"0.014 m³/h"	"3080 h"	32	NA	"0.016 m³/h"	"0.017 m³/h"	"0 h"	"6.236 m³"	27.4	"0 s"	"8603465968"
2019-03-16	22	6.255	"0.000 m³"	"0.016 m³/h"	"3081 h"	32	NA	"0.019 m³/h"	"0.019 m³/h"	"0 h"	"6.255 m³"	26.8	"0 s"	"8603465968"
2019-03-16	23	6.28	"0.000 m³"	"0.054 m³/h"	"3082 h"	32.6	NA	"0.019 m³/h"	"0.041 m³/h"	"0 h"	"6.280 m³"	26.4	"0 s"	"8603465968"
2019-03-17	0	6.38	"0.000 m³"	"0.058 m³/h"	"3083 h"	32.6	NA	"0.058 m³/h"	"0.145 m³/h"	"0 h"	"6.380 m³"	26.4	"0 s"	"8603465968"
2019-03-17	1	6.427	"0.000 m³"	"0.034 m³/h"	"3084 h"	32.4	NA	"0.041 m³/h"	"0.054 m³/h"	"0 h"	"6.427 m³"	26.2	"0 s"	"8603465968"
2019-03-17	2	6.458	"0.000 m³"	"0.024 m³/h"	"3085 h"	32.1	NA	"0.027 m³/h"	"0.037 m³/h"	"0 h"	"6.458 m³"	25.9	"0 s"	"8603465968"
2019-03-17	3	6.478	"0.000 m³"	"0.013 m³/h"	"3086 h"	31.7	NA	"0.017 m³/h"	"0.023 m³/h"	"0 h"	"6.478 m³"	26.2	"0 s"	"8603465968"
2019-03-17	4	6.492	"0.000 m³"	"0.018 m³/h"	"3087 h"	31.4	NA	"0.014 m³/h"	"0.016 m³/h"	"0 h"	"6.492 m³"	25.7	"0 s"	"8603465968"
2019-03-17	5	6.503	"0.000 m³"	"0.022 m³/h"	"3088 h"	31.5	NA	"0.009 m³/h"	"0.013 m³/h"	"0 h"	"6.503 m³"	25.3	"0 s"	"8603465968"
2019-03-17	6	6.598	"0.000 m³"	"0.258 m³/h"	"3089 h"	32.9	NA	"0.016 m³/h"	"0.324 m³/h"	"0 h"	"6.598 m³"	25.1	"0 s"	"8603465968"
2019-03-17	7	6.97	"0.000 m³"	"0.329 m³/h"	"3090 h"	32.9	NA	"0.138 m³/h"	"0.768 m³/h"	"0 h"	"6.970 m³"	25.5	"0 s"	"8603465968"
2019-03-17	8	7.115	"0.000 m³"	"0.027 m³/h"	"3091 h"	32.3	NA	"0.032 m³/h"	"0.338 m³/h"	"0 h"	"7.115 m³"	26.6	"0 s"	"8603465968"
2019-03-17	9	7.342	"0.000 m³"	"0.401 m³/h"	"3092 h"	33	NA	"0.023 m³/h"	"0.503 m³/h"	"0 h"	"7.342 m³"	27.6	"0 s"	"8603465968"
2019-03-17	10	7.556	"0.000 m³"	"0.058 m³/h"	"3093 h"	32.7	NA	"0.076 m³/h"	"0.285 m³/h"	"0 h"	"7.556 m³"	29.3	"0 s"	"8603465968"
2019-03-17	11	7.599	"0.000 m³"	"0.042 m³/h"	"3094 h"	32.6	NA	"0.037 m³/h"	"0.047 m³/h"	"0 h"	"7.599 m³"	29.7	"0 s"	"8603465968"
2019-03-17	12	7.647	"0.000 m³"	"0.034 m³/h"	"3095 h"	32.6	NA	"0.040 m³/h"	"0.056 m³/h"	"0 h"	"7.647 m³"	31.3	"0 s"	"8603465968"
2019-03-17	13	7.672	"0.000 m³"	"0.017 m³/h"	"3096 h"	32.4	NA	"0.020 m³/h"	"0.029 m³/h"	"0 h"	"7.672 m³"	32.3	"0 s"	"8603465968"
2019-03-17	14	7.693	"0.000 m³"	"0.037 m³/h"	"3097 h"	32.7	NA	"0.018 m³/h"	"0.027 m³/h"	"0 h"	"7.693 m³"	33	"0 s"	"8603465968"
2019-03-17	15	7.895	"0.000 m³"	"0.465 m³/h"	"3098 h"	33	NA	"0.085 m³/h"	"0.310 m³/h"	"0 h"	"7.895 m³"	34.4	"0 s"	"8603465968"
2019-03-17	16	7.966	"0.000 m³"	"0.027 m³/h"	"3099 h"	32.7	NA	"0.026 m³/h"	"0.189 m³/h"	"0 h"	"7.966 m³"	34.6	"0 s"	"8603465968"
2019-03-17	17	8.051	"0.000 m³"	"0.289 m³/h"	"3100 h"	33	NA	"0.021 m³/h"	"0.270 m³/h"	"0 h"	"8.051 m³"	34	"0 s"	"8603465968"
2019-03-17	18	8.144	"0.000 m³"	"0.054 m³/h"	"3101 h"	32.8	NA	"0.038 m³/h"	"0.149 m³/h"	"0 h"	"8.144 m³"	33	"0 s"	"8603465968"
2019-03-17	19	8.172	"0.000 m³"	"0.025 m³/h"	"3102 h"	32.4	NA	"0.021 m³/h"	"0.041 m³/h"	"0 h"	"8.172 m³"	31.7	"0 s"	"8603465968"
2019-03-17	20	8.192	"0.000 m³"	"0.018 m³/h"	"3103 h"	32.3	NA	"0.020 m³/h"	"0.020 m³/h"	"0 h"	"8.192 m³"	29.7	"0 s"	"8603465968"
2019-03-17	21	8.26	"0.000 m³"	"0.041 m³/h"	"3104 h"	32.5	NA	"0.019 m³/h"	"0.157 m³/h"	"0 h"	"8.260 m³"	28.4	"0 s"	"8603465968"
2019-03-17	22	8.424	"0.000 m³"	"0.043 m³/h"	"3105 h"	32.6	NA	"0.056 m³/h"	"0.243 m³/h"	"0 h"	"8.424 m³"	27.4	"0 s"	"8603465968"
2019-03-17	23	8.454	"0.000 m³"	"0.027 m³/h"	"3106 h"	32.2	NA	"0.024 m³/h"	"0.039 m³/h"	"0 h"	"8.454 m³"	26.4	"0 s"	"8603465968"
2019-03-18	0	8.628	"0.000 m³"	"0.046 m³/h"	"3107 h"	32.5	NA	"0.062 m³/h"	"0.264 m³/h"	"0 h"	"8.628 m³"	25.7	"0 s"	"8603465968"
2019-03-18	1	8.656	"0.000 m³"	"0.019 m³/h"	"3108 h"	31.9	NA	"0.021 m³/h"	"0.039 m³/h"	"0 h"	"8.656 m³"	24.9	"0 s"	"8603465968"
2019-03-18	2	8.673	"0.000 m³"	"0.013 m³/h"	"3109 h"	31.6	NA	"0.016 m³/h"	"0.019 m³/h"	"0 h"	"8.673 m³"	24.3	"0 s"	"8603465968"
2019-03-18	3	8.687	"0.000 m³"	"0.016 m³/h"	"3110 h"	31.3	NA	"0.013 m³/h"	"0.015 m³/h"	"0 h"	"8.687 m³"	23.5	"0 s"	"8603465968"
2019-03-18	4	8.7	"0.000 m³"	"0.012 m³/h"	"3111 h"	31.2	NA	"0.013 m³/h"	"0.013 m³/h"	"0 h"	"8.700 m³"	22.9	"0 s"	"8603465968"
2019-03-18	5	8.726	"0.000 m³"	"0.145 m³/h"	"3112 h"	32.8	NA	"0.009 m³/h"	"0.071 m³/h"	"0 h"	"8.726 m³"	22.4	"0 s"	"8603465968"
2019-03-18	6	8.843	"0.000 m³"	"0.370 m³/h"	"3113 h"	32.9	NA	"0.027 m³/h"	"0.322 m³/h"	"0 h"	"8.843 m³"	22.9	"0 s"	"8603465968"
2019-03-18	7	9.068	"0.000 m³"	"0.043 m³/h"	"3114 h"	32.4	NA	"0.070 m³/h"	"0.381 m³/h"	"0 h"	"9.068 m³"	23.1	"0 s"	"8603465968"
2019-03-18	8	9.1	"0.000 m³"	"0.078 m³/h"	"3115 h"	32.8	NA	"0.015 m³/h"	"0.063 m³/h"	"0 h"	"9.100 m³"	24.7	"0 s"	"8603465968"
2019-03-18	9	9.235	"0.000 m³"	"0.027 m³/h"	"3116 h"	32.2	NA	"0.029 m³/h"	"0.241 m³/h"	"0 h"	"9.235 m³"	26.2	"0 s"	"8603465968"
2019-03-18	10	9.314	"0.000 m³"	"0.083 m³/h"	"3117 h"	32.8	NA	"0.022 m³/h"	"0.142 m³/h"	"0 h"	"9.314 m³"	26.4	"0 s"	"8603465968"
2019-03-18	11	9.411	"0.000 m³"	"0.156 m³/h"	"3118 h"	32.9	NA	"0.047 m³/h"	"0.176 m³/h"	"0 h"	"9.411 m³"	27.4	"0 s"	"8603465968"
2019-03-18	12	9.461	"0.000 m³"	"0.022 m³/h"	"3119 h"	32.3	NA	"0.023 m³/h"	"0.107 m³/h"	"0 h"	"9.461 m³"	28.4	"0 s"	"8603465968"
2019-03-18	13	9.481	"0.000 m³"	"0.018 m³/h"	"3120 h"	32.1	NA	"0.018 m³/h"	"0.023 m³/h"	"0 h"	"9.481 m³"	29.3	"0 s"	"8603465968"
2019-03-18	14	9.505	"0.000 m³"	"0.025 m³/h"	"3121 h"	32.3	NA	"0.020 m³/h"	"0.026 m³/h"	"0 h"	"9.505 m³"	30.1	"0 s"	"8603465968"
2019-03-18	15	9.539	"0.000 m³"	"0.254 m³/h"	"3122 h"	33	NA	"0.018 m³/h"	"0.077 m³/h"	"0 h"	"9.539 m³"	29.9	"0 s"	"8603465968"
2019-03-18	16	9.631	"0.000 m³"	"0.021 m³/h"	"3123 h"	32.2	NA	"0.021 m³/h"	"0.226 m³/h"	"0 h"	"9.631 m³"	29.5	"0 s"	"8603465968"
2019-03-18	17	9.643	"0.000 m³"	"0.008 m³/h"	"3124 h"	31.3	NA	"0.009 m³/h"	"0.016 m³/h"	"0 h"	"9.643 m³"	28.2	"0 s"	"8603465968"
2019-03-18	18	9.653	"0.000 m³"	"0.099 m³/h"	"3125 h"	32	NA	"0.008 m³/h"	"0.016 m³/h"	"0 h"	"9.653 m³"	25.9	"0 s"	"8603465968"
2019-03-18	19	9.71	"0.000 m³"	"0.030 m³/h"	"3126 h"	32.3	NA	"0.028 m³/h"	"0.090 m³/h"	"0 h"	"9.710 m³"	25.3	"0 s"	"8603465968"
2019-03-18	20	9.83	"0.000 m³"	"0.032 m³/h"	"3127 h"	32.5	NA	"0.045 m³/h"	"0.222 m³/h"	"0 h"	"9.830 m³"	24.5	"0 s"	"8603465968"
2019-03-18	21	9.852	"0.000 m³"	"0.063 m³/h"	"3128 h"	32.1	NA	"0.018 m³/h"	"0.030 m³/h"	"0 h"	"9.852 m³"	23.9	"0 s"	"8603465968"
2019-03-18	22	9.936	"0.000 m³"	"0.030 m³/h"	"3129 h"	32.3	NA	"0.033 m³/h"	"0.185 m³/h"	"0 h"	"9.936 m³"	23.5	"0 s"	"8603465968"
2019-03-18	23	9.981	"0.000 m³"	"0.035 m³/h"	"3130 h"	32.4	NA	"0.040 m³/h"	"0.050 m³/h"	"0 h"	"9.981 m³"	23.3	"0 s"	"8603465968"
2019-03-19	0	10.006	"0.000 m³"	"0.020 m³/h"	"3131 h"	31.8	NA	"0.020 m³/h"	"0.033 m³/h"	"0 h"	"10.006 m³"	22.6	"0 s"	"8603465968"
2019-03-19	1	10.028	"0.000 m³"	"0.024 m³/h"	"3132 h"	31.9	NA	"0.021 m³/h"	"0.023 m³/h"	"0 h"	"10.028 m³"	22.2	"0 s"	"8603465968"
2019-03-19	2	10.049	"0.000 m³"	"0.020 m³/h"	"3133 h"	31.5	NA	"0.018 m³/h"	"0.022 m³/h"	"0 h"	"10.049 m³"	21.8	"0 s"	"8603465968"
2019-03-19	3	10.063	"0.000 m³"	"0.011 m³/h"	"3134 h"	31.1	NA	"0.013 m³/h"	"0.016 m³/h"	"0 h"	"10.063 m³"	21.4	"0 s"	"8603465968"
2019-03-19	4	10.076	"0.000 m³"	"0.012 m³/h"	"3135 h"	30.8	NA	"0.011 m³/h"	"0.013 m³/h"	"0 h"	"10.076 m³"	21	"0 s"	"8603465968"
2019-03-19	5	10.102	"0.000 m³"	"0.040 m³/h"	"3136 h"	32.3	NA	"0.010 m³/h"	"0.048 m³/h"	"0 h"	"10.102 m³"	21.2	"0 s"	"8603465968"
2019-03-19	6	10.229	"0.000 m³"	"0.491 m³/h"	"3137 h"	33	NA	"0.016 m³/h"	"0.288 m³/h"	"0 h"	"10.229 m³"	21.6	"0 s"	"8603465968"
2019-03-19	7	10.493	"0.000 m³"	"0.049 m³/h"	"3138 h"	32.5	NA	"0.106 m³/h"	"0.425 m³/h"	"0 h"	"10.493 m³"	22	"0 s"	"8603465968"
2019-03-19	8	10.724	"0.000 m³"	"0.312 m³/h"	"3139 h"	33	NA	"0.067 m³/h"	"0.367 m³/h"	"0 h"	"10.724 m³"	23.9	"0 s"	"8603465968"
2019-03-19	9	10.947	"0.000 m³"	"0.054 m³/h"	"3140 h"	32.7	NA	"0.135 m³/h"	"0.295 m³/h"	"0 h"	"10.947 m³"	25.3	"0 s"	"8603465968"
2019-03-19	10	11.047	"0.000 m³"	"0.079 m³/h"	"3141 h"	32.9	NA	"0.042 m³/h"	"0.199 m³/h"	"0 h"	"11.047 m³"	25.9	"0 s"	"8603465968"
2019-03-19	11	11.078	"0.000 m³"	"0.017 m³/h"	"3142 h"	32	NA	"0.019 m³/h"	"0.051 m³/h"	"0 h"	"11.078 m³"	26.6	"0 s"	"8603465968"
2019-03-19	12	11.119	"0.000 m³"	"0.027 m³/h"	"3143 h"	32.3	NA	"0.028 m³/h"	"0.061 m³/h"	"0 h"	"11.119 m³"	27.8	"0 s"	"8603465968"
2019-03-19	13	11.14	"0.000 m³"	"0.017 m³/h"	"3144 h"	32	NA	"0.018 m³/h"	"0.025 m³/h"	"0 h"	"11.140 m³"	28.2	"0 s"	"8603465968"
2019-03-19	14	11.176	"0.000 m³"	"0.034 m³/h"	"3145 h"	32.7	NA	"0.017 m³/h"	"0.057 m³/h"	"0 h"	"11.176 m³"	29	"0 s"	"8603465968"
2019-03-19	15	11.247	"0.000 m³"	"0.086 m³/h"	"3146 h"	33	NA	"0.021 m³/h"	"0.207 m³/h"	"0 h"	"11.247 m³"	29	"0 s"	"8603465968"
2019-03-19	16	11.346	"0.000 m³"	"0.061 m³/h"	"3147 h"	32.9	NA	"0.026 m³/h"	"0.171 m³/h"	"0 h"	"11.346 m³"	29	"0 s"	"8603465968"
2019-03-19	17	11.369	"0.000 m³"	"0.014 m³/h"	"3148 h"	31.9	NA	"0.014 m³/h"	"0.039 m³/h"	"0 h"	"11.369 m³"	28.2	"0 s"	"8603465968"
2019-03-19	18	11.467	"0.000 m³"	"0.104 m³/h"	"3149 h"	33	NA	"0.016 m³/h"	"0.204 m³/h"	"0 h"	"11.467 m³"	26.2	"0 s"	"8603465968"
2019-03-19	19	11.516	"0.000 m³"	"0.055 m³/h"	"3150 h"	32.8	NA	"0.029 m³/h"	"0.061 m³/h"	"0 h"	"11.516 m³"	24.9	"0 s"	"8603465968"
2019-03-19	20	11.58	"0.000 m³"	"0.049 m³/h"	"3151 h"	32.8	NA	"0.052 m³/h"	"0.082 m³/h"	"0 h"	"11.580 m³"	24.3	"0 s"	"8603465968"
2019-03-19	21	11.757	"0.000 m³"	"0.208 m³/h"	"3152 h"	33.2	NA	"0.060 m³/h"	"0.283 m³/h"	"0 h"	"11.757 m³"	23.7	"0 s"	"8603465968"
2019-03-19	22	11.901	"0.000 m³"	"0.152 m³/h"	"3153 h"	33.2	NA	"0.045 m³/h"	"0.382 m³/h"	"0 h"	"11.901 m³"	23.3	"0 s"	"8603465968"
2019-03-19	23	11.962	"0.000 m³"	"0.056 m³/h"	"3154 h"	32.8	NA	"0.048 m³/h"	"0.080 m³/h"	"0 h"	"11.962 m³"	22.9	"0 s"	"8603465968"
2019-03-15	0	1.69	"0.000 m³"	"0.010 m³/h"	"3034 h"	31.1	NA	"0.008 m³/h"	"0.011 m³/h"	"0 h"	"1.690 m³"	23.9	"0 s"	"8682035806"
2019-03-15	1	1.698	"0.000 m³"	"0.010 m³/h"	"3035 h"	31.1	NA	"0.008 m³/h"	"0.008 m³/h"	"0 h"	"1.698 m³"	23.7	"0 s"	"8682035806"
2019-03-15	2	2.756	"0.000 m³"	"0.137 m³/h"	"3036 h"	30.7	NA	"0.301 m³/h"	"1.479 m³/h"	"0 h"	"2.756 m³"	23.5	"0 s"	"8682035806"
2019-03-15	3	2.817	"0.000 m³"	"0.033 m³/h"	"3037 h"	30.7	NA	"0.033 m³/h"	"0.104 m³/h"	"0 h"	"2.817 m³"	22.9	"0 s"	"8682035806"
2019-03-15	4	2.838	"0.000 m³"	"0.018 m³/h"	"3038 h"	30.6	NA	"0.016 m³/h"	"0.027 m³/h"	"0 h"	"2.838 m³"	23.3	"0 s"	"8682035806"
