"Date"	"Time"	"Total volume"	"Reverse volume"	"Flow rate"	"On time"	"Temperature (medium)"	"Status"	"Min. flow rate"	"Max. flow rate"	"Error time"	"Forward volume"	"Temperature (environment)"	"Overload time"	"ac_id"
2019-03-14	0	33.709	"0.000 m³"	"0.001 m³/h"	"3013 h"	32.2	NA	"0.010 m³/h"	"0.011 m³/h"	"0 h"	"33.709 m³"	25.5	"0 s"	"1114612579"
2019-03-14	1	33.718	"0.000 m³"	"0.011 m³/h"	"3014 h"	31.9	NA	"0.009 m³/h"	"0.010 m³/h"	"0 h"	"33.718 m³"	25.1	"0 s"	"1114612579"
2019-03-14	2	33.727	"0.000 m³"	"0.018 m³/h"	"3015 h"	31.7	NA	"0.008 m³/h"	"0.009 m³/h"	"0 h"	"33.727 m³"	24.5	"0 s"	"1114612579"
2019-03-14	3	33.735	"0.000 m³"	"0.004 m³/h"	"3016 h"	31.6	NA	"0.008 m³/h"	"0.009 m³/h"	"0 h"	"33.735 m³"	23.9	"0 s"	"1114612579"
2019-03-14	4	33.743	"0.000 m³"	"0.009 m³/h"	"3017 h"	31.3	NA	"0.007 m³/h"	"0.009 m³/h"	"0 h"	"33.743 m³"	23.5	"0 s"	"1114612579"
2019-03-14	5	33.747	"0.000 m³"	"0.000 m³/h"	"3018 h"	31.1	NA	"0.003 m³/h"	"0.006 m³/h"	"0 h"	"33.747 m³"	22.9	"0 s"	"1114612579"
2019-03-14	6	33.752	"0.000 m³"	"0.000 m³/h"	"3019 h"	30.9	NA	"0.004 m³/h"	"0.006 m³/h"	"0 h"	"33.752 m³"	22.4	"0 s"	"1114612579"
2019-03-14	7	34.959	"0.000 m³"	"0.097 m³/h"	"3020 h"	33.1	NA	"0.134 m³/h"	"2.873 m³/h"	"0 h"	"34.959 m³"	23.1	"0 s"	"1114612579"
2019-03-14	8	35.519	"0.000 m³"	"2.626 m³/h"	"3021 h"	33.4	NA	"0.052 m³/h"	"2.045 m³/h"	"0 h"	"35.519 m³"	23.9	"0 s"	"1114612579"
2019-03-14	9	36.257	"0.000 m³"	"0.083 m³/h"	"3022 h"	33.2	NA	"0.096 m³/h"	"2.444 m³/h"	"0 h"	"36.257 m³"	26.4	"0 s"	"1114612579"
2019-03-14	10	36.322	"0.000 m³"	"0.038 m³/h"	"3023 h"	33.1	NA	"0.050 m³/h"	"0.080 m³/h"	"0 h"	"36.322 m³"	29	"0 s"	"1114612579"
2019-03-14	11	36.361	"0.000 m³"	"0.026 m³/h"	"3024 h"	33.2	NA	"0.036 m³/h"	"0.044 m³/h"	"0 h"	"36.361 m³"	30.9	"0 s"	"1114612579"
2019-03-14	12	36.391	"0.000 m³"	"0.030 m³/h"	"3025 h"	33.2	NA	"0.028 m³/h"	"0.032 m³/h"	"0 h"	"36.391 m³"	32.6	"0 s"	"1114612579"
2019-03-14	13	36.416	"0.000 m³"	"0.011 m³/h"	"3026 h"	33.2	NA	"0.023 m³/h"	"0.028 m³/h"	"0 h"	"36.416 m³"	33.6	"0 s"	"1114612579"
2019-03-14	14	36.436	"0.000 m³"	"0.016 m³/h"	"3027 h"	33.3	NA	"0.020 m³/h"	"0.021 m³/h"	"0 h"	"36.436 m³"	34.8	"0 s"	"1114612579"
2019-03-14	15	36.454	"0.000 m³"	"0.016 m³/h"	"3028 h"	33.3	NA	"0.017 m³/h"	"0.019 m³/h"	"0 h"	"36.454 m³"	35.4	"0 s"	"1114612579"
2019-03-14	16	36.468	"0.000 m³"	"0.012 m³/h"	"3029 h"	33.2	NA	"0.014 m³/h"	"0.015 m³/h"	"0 h"	"36.468 m³"	35.4	"0 s"	"1114612579"
2019-03-14	17	36.48	"0.000 m³"	"0.004 m³/h"	"3030 h"	33.1	NA	"0.012 m³/h"	"0.012 m³/h"	"0 h"	"36.480 m³"	34.2	"0 s"	"1114612579"
2019-03-14	18	37.725	"0.000 m³"	"0.095 m³/h"	"3031 h"	33.3	NA	"0.142 m³/h"	"2.889 m³/h"	"0 h"	"37.725 m³"	32.3	"0 s"	"1114612579"
2019-03-14	19	38.896	"0.000 m³"	"0.688 m³/h"	"3032 h"	33.3	NA	"0.067 m³/h"	"2.304 m³/h"	"0 h"	"38.896 m³"	30.7	"0 s"	"1114612579"
2019-03-14	20	39.024	"0.000 m³"	"0.076 m³/h"	"3033 h"	33.2	NA	"0.082 m³/h"	"0.208 m³/h"	"0 h"	"39.024 m³"	29.7	"0 s"	"1114612579"
2019-03-14	21	39.082	"0.000 m³"	"0.027 m³/h"	"3034 h"	33.1	NA	"0.049 m³/h"	"0.070 m³/h"	"0 h"	"39.082 m³"	29	"0 s"	"1114612579"
2019-03-14	22	39.122	"0.000 m³"	"0.044 m³/h"	"3035 h"	33.1	NA	"0.036 m³/h"	"0.046 m³/h"	"0 h"	"39.122 m³"	28.6	"0 s"	"1114612579"
2019-03-14	23	39.153	"0.000 m³"	"0.015 m³/h"	"3036 h"	32.9	NA	"0.028 m³/h"	"0.033 m³/h"	"0 h"	"39.153 m³"	28	"0 s"	"1114612579"
2019-03-15	0	39.177	"0.000 m³"	"0.015 m³/h"	"3037 h"	32.8	NA	"0.022 m³/h"	"0.026 m³/h"	"0 h"	"39.177 m³"	27.6	"0 s"	"1114612579"
2019-03-15	1	39.195	"0.000 m³"	"0.019 m³/h"	"3038 h"	32.7	NA	"0.018 m³/h"	"0.018 m³/h"	"0 h"	"39.195 m³"	27	"0 s"	"1114612579"
2019-03-15	2	39.214	"0.000 m³"	"0.010 m³/h"	"3039 h"	32.6	NA	"0.018 m³/h"	"0.019 m³/h"	"0 h"	"39.214 m³"	26.6	"0 s"	"1114612579"
2019-03-15	3	39.232	"0.000 m³"	"0.015 m³/h"	"3040 h"	32.5	NA	"0.017 m³/h"	"0.018 m³/h"	"0 h"	"39.232 m³"	26.8	"0 s"	"1114612579"
2019-03-15	4	39.248	"0.000 m³"	"0.006 m³/h"	"3041 h"	32.3	NA	"0.015 m³/h"	"0.017 m³/h"	"0 h"	"39.248 m³"	26.4	"0 s"	"1114612579"
2019-03-15	5	39.262	"0.000 m³"	"0.008 m³/h"	"3042 h"	32.3	NA	"0.013 m³/h"	"0.015 m³/h"	"0 h"	"39.262 m³"	26.4	"0 s"	"1114612579"
2019-03-15	6	39.275	"0.000 m³"	"0.013 m³/h"	"3043 h"	32.3	NA	"0.013 m³/h"	"0.013 m³/h"	"0 h"	"39.275 m³"	26.2	"0 s"	"1114612579"
2019-03-15	7	40.505	"0.000 m³"	"0.101 m³/h"	"3044 h"	33.2	NA	"0.125 m³/h"	"3.131 m³/h"	"0 h"	"40.505 m³"	26.4	"0 s"	"1114612579"
2019-03-15	8	40.568	"0.000 m³"	"0.044 m³/h"	"3045 h"	33	NA	"0.046 m³/h"	"0.087 m³/h"	"0 h"	"40.568 m³"	26.4	"0 s"	"1114612579"
2019-03-15	9	41.863	"0.000 m³"	"0.104 m³/h"	"3046 h"	33.3	NA	"0.121 m³/h"	"2.752 m³/h"	"0 h"	"41.863 m³"	27	"0 s"	"1114612579"
2019-03-15	10	41.937	"0.000 m³"	"0.065 m³/h"	"3047 h"	33.1	NA	"0.056 m³/h"	"0.094 m³/h"	"0 h"	"41.937 m³"	27.4	"0 s"	"1114612579"
2019-03-15	11	41.976	"0.000 m³"	"0.024 m³/h"	"3048 h"	33.1	NA	"0.030 m³/h"	"0.047 m³/h"	"0 h"	"41.976 m³"	28.6	"0 s"	"1114612579"
2019-03-15	12	42.002	"0.000 m³"	"0.021 m³/h"	"3049 h"	33	NA	"0.023 m³/h"	"0.029 m³/h"	"0 h"	"42.002 m³"	28.6	"0 s"	"1114612579"
2019-03-15	13	42.023	"0.000 m³"	"0.017 m³/h"	"3050 h"	33	NA	"0.020 m³/h"	"0.022 m³/h"	"0 h"	"42.023 m³"	28.2	"0 s"	"1114612579"
2019-03-15	14	42.041	"0.000 m³"	"0.026 m³/h"	"3051 h"	32.9	NA	"0.017 m³/h"	"0.020 m³/h"	"0 h"	"42.041 m³"	28.8	"0 s"	"1114612579"
2019-03-15	15	42.058	"0.000 m³"	"0.018 m³/h"	"3052 h"	32.9	NA	"0.017 m³/h"	"0.017 m³/h"	"0 h"	"42.058 m³"	28.6	"0 s"	"1114612579"
2019-03-15	16	42.072	"0.000 m³"	"0.014 m³/h"	"3053 h"	32.6	NA	"0.014 m³/h"	"0.015 m³/h"	"0 h"	"42.072 m³"	28	"0 s"	"1114612579"
2019-03-15	17	42.085	"0.000 m³"	"0.016 m³/h"	"3054 h"	32.5	NA	"0.012 m³/h"	"0.013 m³/h"	"0 h"	"42.085 m³"	27.4	"0 s"	"1114612579"
2019-03-15	18	43.328	"0.000 m³"	"0.101 m³/h"	"3055 h"	33.3	NA	"0.136 m³/h"	"3.006 m³/h"	"0 h"	"43.328 m³"	27.4	"0 s"	"1114612579"
2019-03-15	19	43.391	"0.000 m³"	"0.034 m³/h"	"3056 h"	33.1	NA	"0.047 m³/h"	"0.085 m³/h"	"0 h"	"43.391 m³"	27	"0 s"	"1114612579"
2019-03-15	20	43.427	"0.000 m³"	"0.024 m³/h"	"3057 h"	33	NA	"0.031 m³/h"	"0.041 m³/h"	"0 h"	"43.427 m³"	26.8	"0 s"	"1114612579"
2019-03-15	21	43.454	"0.000 m³"	"0.018 m³/h"	"3058 h"	32.9	NA	"0.024 m³/h"	"0.028 m³/h"	"0 h"	"43.454 m³"	26.4	"0 s"	"1114612579"
2019-03-15	22	43.476	"0.000 m³"	"0.025 m³/h"	"3059 h"	32.8	NA	"0.021 m³/h"	"0.024 m³/h"	"0 h"	"43.476 m³"	26.2	"0 s"	"1114612579"
2019-03-15	23	43.494	"0.000 m³"	"0.020 m³/h"	"3060 h"	32.6	NA	"0.017 m³/h"	"0.020 m³/h"	"0 h"	"43.494 m³"	25.7	"0 s"	"1114612579"
2019-03-16	0	43.51	"0.000 m³"	"0.013 m³/h"	"3061 h"	32.4	NA	"0.014 m³/h"	"0.017 m³/h"	"0 h"	"43.510 m³"	25.5	"0 s"	"1114612579"
2019-03-16	1	43.524	"0.000 m³"	"0.018 m³/h"	"3062 h"	32.4	NA	"0.014 m³/h"	"0.014 m³/h"	"0 h"	"43.524 m³"	25.1	"0 s"	"1114612579"
2019-03-16	2	43.538	"0.000 m³"	"0.012 m³/h"	"3063 h"	32.3	NA	"0.014 m³/h"	"0.014 m³/h"	"0 h"	"43.538 m³"	24.9	"0 s"	"1114612579"
2019-03-16	3	43.552	"0.000 m³"	"0.014 m³/h"	"3064 h"	32.1	NA	"0.012 m³/h"	"0.015 m³/h"	"0 h"	"43.552 m³"	24.5	"0 s"	"1114612579"
2019-03-16	4	43.563	"0.000 m³"	"0.007 m³/h"	"3065 h"	32	NA	"0.011 m³/h"	"0.012 m³/h"	"0 h"	"43.563 m³"	24.3	"0 s"	"1114612579"
2019-03-16	5	44.639	"0.000 m³"	"0.260 m³/h"	"3066 h"	33.3	NA	"0.010 m³/h"	"2.225 m³/h"	"0 h"	"44.639 m³"	24.7	"0 s"	"1114612579"
2019-03-16	6	44.732	"0.000 m³"	"0.048 m³/h"	"3067 h"	33.1	NA	"0.056 m³/h"	"0.147 m³/h"	"0 h"	"44.732 m³"	24.9	"0 s"	"1114612579"
2019-03-16	7	44.767	"0.000 m³"	"0.025 m³/h"	"3068 h"	32.9	NA	"0.027 m³/h"	"0.045 m³/h"	"0 h"	"44.767 m³"	25.3	"0 s"	"1114612579"
2019-03-16	8	44.999	"0.000 m³"	"2.493 m³/h"	"3069 h"	33.6	NA	"0.021 m³/h"	"0.858 m³/h"	"0 h"	"44.999 m³"	26.6	"0 s"	"1114612579"
2019-03-16	9	46.084	"0.000 m³"	"0.078 m³/h"	"3070 h"	33.5	NA	"0.083 m³/h"	"2.673 m³/h"	"0 h"	"46.084 m³"	29.3	"0 s"	"1114612579"
2019-03-16	10	46.134	"0.000 m³"	"0.029 m³/h"	"3071 h"	33.4	NA	"0.036 m³/h"	"0.067 m³/h"	"0 h"	"46.134 m³"	30.3	"0 s"	"1114612579"
2019-03-16	11	46.161	"0.000 m³"	"0.039 m³/h"	"3072 h"	33.4	NA	"0.023 m³/h"	"0.033 m³/h"	"0 h"	"46.161 m³"	31.3	"0 s"	"1114612579"
2019-03-16	12	46.18	"0.000 m³"	"0.018 m³/h"	"3073 h"	33.5	NA	"0.017 m³/h"	"0.021 m³/h"	"0 h"	"46.180 m³"	32.3	"0 s"	"1114612579"
2019-03-16	13	46.195	"0.000 m³"	"0.016 m³/h"	"3074 h"	33.5	NA	"0.014 m³/h"	"0.017 m³/h"	"0 h"	"46.195 m³"	33.8	"0 s"	"1114612579"
2019-03-16	14	46.209	"0.000 m³"	"0.014 m³/h"	"3075 h"	33.5	NA	"0.011 m³/h"	"0.014 m³/h"	"0 h"	"46.209 m³"	35	"0 s"	"1114612579"
2019-03-16	15	46.22	"0.000 m³"	"0.007 m³/h"	"3076 h"	33.5	NA	"0.011 m³/h"	"0.012 m³/h"	"0 h"	"46.220 m³"	35.4	"0 s"	"1114612579"
2019-03-16	16	46.23	"0.000 m³"	"0.002 m³/h"	"3077 h"	33.4	NA	"0.009 m³/h"	"0.010 m³/h"	"0 h"	"46.230 m³"	35.4	"0 s"	"1114612579"
2019-03-16	17	46.24	"0.000 m³"	"0.003 m³/h"	"3078 h"	33.3	NA	"0.009 m³/h"	"0.011 m³/h"	"0 h"	"46.240 m³"	34.4	"0 s"	"1114612579"
2019-03-16	18	46.248	"0.000 m³"	"-0.003 m³/h"	"3079 h"	33.1	NA	"0.007 m³/h"	"0.008 m³/h"	"0 h"	"46.248 m³"	33	"0 s"	"1114612579"
2019-03-16	19	46.256	"0.000 m³"	"0.007 m³/h"	"3080 h"	33	NA	"0.008 m³/h"	"0.009 m³/h"	"0 h"	"46.256 m³"	31.3	"0 s"	"1114612579"
2019-03-16	20	46.265	"0.000 m³"	"0.001 m³/h"	"3081 h"	32.8	NA	"0.009 m³/h"	"0.010 m³/h"	"0 h"	"46.265 m³"	30.5	"0 s"	"1114612579"
2019-03-16	21	46.273	"0.000 m³"	"0.007 m³/h"	"3082 h"	32.7	NA	"0.007 m³/h"	"0.009 m³/h"	"0 h"	"46.273 m³"	29.7	"0 s"	"1114612579"
2019-03-16	22	46.28	"0.000 m³"	"0.010 m³/h"	"3083 h"	32.5	NA	"0.007 m³/h"	"0.008 m³/h"	"0 h"	"46.280 m³"	29	"0 s"	"1114612579"
2019-03-16	23	46.553	"0.000 m³"	"2.565 m³/h"	"3084 h"	33.6	NA	"0.007 m³/h"	"1.068 m³/h"	"0 h"	"46.553 m³"	28.6	"0 s"	"1114612579"
2019-03-17	0	47.432	"0.000 m³"	"0.069 m³/h"	"3085 h"	33.3	NA	"0.073 m³/h"	"2.635 m³/h"	"0 h"	"47.432 m³"	28.6	"0 s"	"1114612579"
2019-03-17	1	47.48	"0.000 m³"	"0.028 m³/h"	"3086 h"	33.2	NA	"0.036 m³/h"	"0.061 m³/h"	"0 h"	"47.480 m³"	28.4	"0 s"	"1114612579"
2019-03-17	2	47.506	"0.000 m³"	"0.024 m³/h"	"3087 h"	33	NA	"0.022 m³/h"	"0.031 m³/h"	"0 h"	"47.506 m³"	28	"0 s"	"1114612579"
2019-03-17	3	47.523	"0.000 m³"	"0.024 m³/h"	"3088 h"	32.8	NA	"0.015 m³/h"	"0.019 m³/h"	"0 h"	"47.523 m³"	28	"0 s"	"1114612579"
2019-03-17	4	47.537	"0.000 m³"	"0.007 m³/h"	"3089 h"	32.5	NA	"0.012 m³/h"	"0.014 m³/h"	"0 h"	"47.537 m³"	27.8	"0 s"	"1114612579"
2019-03-17	5	47.548	"0.000 m³"	"0.009 m³/h"	"3090 h"	32.3	NA	"0.011 m³/h"	"0.012 m³/h"	"0 h"	"47.548 m³"	27.6	"0 s"	"1114612579"
2019-03-17	6	47.557	"0.000 m³"	"0.016 m³/h"	"3091 h"	32	NA	"0.008 m³/h"	"0.009 m³/h"	"0 h"	"47.557 m³"	27	"0 s"	"1114612579"
2019-03-17	7	48.756	"0.000 m³"	"0.112 m³/h"	"3092 h"	33.4	NA	"0.147 m³/h"	"2.852 m³/h"	"0 h"	"48.756 m³"	27.6	"0 s"	"1114612579"
2019-03-17	8	48.821	"0.000 m³"	"0.042 m³/h"	"3093 h"	33.3	NA	"0.048 m³/h"	"0.090 m³/h"	"0 h"	"48.821 m³"	28.4	"0 s"	"1114612579"
2019-03-17	9	48.856	"0.000 m³"	"0.050 m³/h"	"3094 h"	33.3	NA	"0.032 m³/h"	"0.040 m³/h"	"0 h"	"48.856 m³"	29.7	"0 s"	"1114612579"
2019-03-17	10	50.066	"0.000 m³"	"0.100 m³/h"	"3095 h"	33.5	NA	"0.109 m³/h"	"2.522 m³/h"	"0 h"	"50.066 m³"	30.5	"0 s"	"1114612579"
2019-03-17	11	50.133	"0.000 m³"	"0.052 m³/h"	"3096 h"	33.4	NA	"0.053 m³/h"	"0.085 m³/h"	"0 h"	"50.133 m³"	31.1	"0 s"	"1114612579"
2019-03-17	12	50.173	"0.000 m³"	"0.034 m³/h"	"3097 h"	33.4	NA	"0.034 m³/h"	"0.049 m³/h"	"0 h"	"50.173 m³"	32.3	"0 s"	"1114612579"
2019-03-17	13	50.204	"0.000 m³"	"0.024 m³/h"	"3098 h"	33.5	NA	"0.029 m³/h"	"0.032 m³/h"	"0 h"	"50.204 m³"	33	"0 s"	"1114612579"
2019-03-17	14	50.229	"0.000 m³"	"0.027 m³/h"	"3099 h"	33.4	NA	"0.024 m³/h"	"0.026 m³/h"	"0 h"	"50.229 m³"	34	"0 s"	"1114612579"
2019-03-17	15	50.25	"0.000 m³"	"0.026 m³/h"	"3100 h"	33.4	NA	"0.020 m³/h"	"0.023 m³/h"	"0 h"	"50.250 m³"	34.8	"0 s"	"1114612579"
2019-03-17	16	50.266	"0.000 m³"	"0.033 m³/h"	"3101 h"	33.4	NA	"0.015 m³/h"	"0.017 m³/h"	"0 h"	"50.266 m³"	34.6	"0 s"	"1114612579"
2019-03-17	17	50.281	"0.000 m³"	"0.008 m³/h"	"3102 h"	33.4	NA	"0.013 m³/h"	"0.015 m³/h"	"0 h"	"50.281 m³"	34.2	"0 s"	"1114612579"
2019-03-17	18	51.506	"0.000 m³"	"0.110 m³/h"	"3103 h"	33.6	NA	"0.160 m³/h"	"2.846 m³/h"	"0 h"	"51.506 m³"	33.4	"0 s"	"1114612579"
2019-03-17	19	51.579	"0.000 m³"	"0.046 m³/h"	"3104 h"	33.5	NA	"0.054 m³/h"	"0.099 m³/h"	"0 h"	"51.579 m³"	31.9	"0 s"	"1114612579"
2019-03-17	20	51.621	"0.000 m³"	"0.035 m³/h"	"3105 h"	33.5	NA	"0.036 m³/h"	"0.047 m³/h"	"0 h"	"51.621 m³"	30.9	"0 s"	"1114612579"
2019-03-17	21	51.652	"0.000 m³"	"0.024 m³/h"	"3106 h"	33.4	NA	"0.027 m³/h"	"0.034 m³/h"	"0 h"	"51.652 m³"	29.9	"0 s"	"1114612579"
2019-03-17	22	51.675	"0.000 m³"	"0.017 m³/h"	"3107 h"	33.3	NA	"0.020 m³/h"	"0.027 m³/h"	"0 h"	"51.675 m³"	29.3	"0 s"	"1114612579"
2019-03-17	23	51.695	"0.000 m³"	"0.012 m³/h"	"3108 h"	33.1	NA	"0.020 m³/h"	"0.021 m³/h"	"0 h"	"51.695 m³"	28.4	"0 s"	"1114612579"
2019-03-18	0	52.804	"0.000 m³"	"0.133 m³/h"	"3109 h"	33.6	NA	"0.016 m³/h"	"2.720 m³/h"	"0 h"	"52.804 m³"	28	"0 s"	"1114612579"
2019-03-18	1	52.882	"0.000 m³"	"0.048 m³/h"	"3110 h"	33.4	NA	"0.057 m³/h"	"0.107 m³/h"	"0 h"	"52.882 m³"	27.6	"0 s"	"1114612579"
2019-03-18	2	52.923	"0.000 m³"	"0.036 m³/h"	"3111 h"	33.3	NA	"0.035 m³/h"	"0.048 m³/h"	"0 h"	"52.923 m³"	26.8	"0 s"	"1114612579"
2019-03-18	3	52.952	"0.000 m³"	"0.024 m³/h"	"3112 h"	33.1	NA	"0.026 m³/h"	"0.031 m³/h"	"0 h"	"52.952 m³"	26.2	"0 s"	"1114612579"
2019-03-18	4	52.973	"0.000 m³"	"0.022 m³/h"	"3113 h"	32.9	NA	"0.019 m³/h"	"0.023 m³/h"	"0 h"	"52.973 m³"	25.7	"0 s"	"1114612579"
2019-03-18	5	52.993	"0.000 m³"	"0.022 m³/h"	"3114 h"	32.7	NA	"0.017 m³/h"	"0.020 m³/h"	"0 h"	"52.993 m³"	25.3	"0 s"	"1114612579"
2019-03-18	6	53.007	"0.000 m³"	"0.009 m³/h"	"3115 h"	32.3	NA	"0.012 m³/h"	"0.016 m³/h"	"0 h"	"53.007 m³"	24.9	"0 s"	"1114612579"
2019-03-18	7	54.222	"0.000 m³"	"0.103 m³/h"	"3116 h"	33.5	NA	"0.147 m³/h"	"2.835 m³/h"	"0 h"	"54.222 m³"	25.7	"0 s"	"1114612579"
2019-03-18	8	54.287	"0.000 m³"	"0.054 m³/h"	"3117 h"	33.5	NA	"0.047 m³/h"	"0.090 m³/h"	"0 h"	"54.287 m³"	27.8	"0 s"	"1114612579"
2019-03-18	9	54.323	"0.000 m³"	"0.033 m³/h"	"3118 h"	33.5	NA	"0.032 m³/h"	"0.041 m³/h"	"0 h"	"54.323 m³"	29.5	"0 s"	"1114612579"
2019-03-18	10	54.352	"0.000 m³"	"0.026 m³/h"	"3119 h"	33.5	NA	"0.026 m³/h"	"0.031 m³/h"	"0 h"	"54.352 m³"	30.9	"0 s"	"1114612579"
2019-03-18	11	54.374	"0.000 m³"	"0.018 m³/h"	"3120 h"	33.4	NA	"0.019 m³/h"	"0.024 m³/h"	"0 h"	"54.374 m³"	32.3	"0 s"	"1114612579"
2019-03-18	12	54.392	"0.000 m³"	"0.011 m³/h"	"3121 h"	33.5	NA	"0.017 m³/h"	"0.020 m³/h"	"0 h"	"54.392 m³"	33.4	"0 s"	"1114612579"
2019-03-18	13	54.409	"0.000 m³"	"0.022 m³/h"	"3122 h"	33.5	NA	"0.017 m³/h"	"0.017 m³/h"	"0 h"	"54.409 m³"	34	"0 s"	"1114612579"
2019-03-18	14	55.543	"0.000 m³"	"0.148 m³/h"	"3123 h"	33.6	NA	"0.014 m³/h"	"2.668 m³/h"	"0 h"	"55.543 m³"	34.4	"0 s"	"1114612579"
2019-03-18	15	55.623	"0.000 m³"	"0.054 m³/h"	"3124 h"	33.5	NA	"0.058 m³/h"	"0.114 m³/h"	"0 h"	"55.623 m³"	34.4	"0 s"	"1114612579"
2019-03-18	16	55.662	"0.000 m³"	"0.030 m³/h"	"3125 h"	33.5	NA	"0.032 m³/h"	"0.048 m³/h"	"0 h"	"55.662 m³"	33.6	"0 s"	"1114612579"
2019-03-18	17	55.686	"0.000 m³"	"0.010 m³/h"	"3126 h"	33.3	NA	"0.021 m³/h"	"0.029 m³/h"	"0 h"	"55.686 m³"	32.1	"0 s"	"1114612579"
2019-03-18	18	56.928	"0.000 m³"	"0.113 m³/h"	"3127 h"	33.5	NA	"0.162 m³/h"	"2.897 m³/h"	"0 h"	"56.928 m³"	29.9	"0 s"	"1114612579"
2019-03-18	19	57.005	"0.000 m³"	"0.058 m³/h"	"3128 h"	33.4	NA	"0.060 m³/h"	"0.103 m³/h"	"0 h"	"57.005 m³"	28.4	"0 s"	"1114612579"
2019-03-18	20	57.051	"0.000 m³"	"0.044 m³/h"	"3129 h"	33.3	NA	"0.040 m³/h"	"0.053 m³/h"	"0 h"	"57.051 m³"	27.4	"0 s"	"1114612579"
2019-03-18	21	57.084	"0.000 m³"	"0.021 m³/h"	"3130 h"	33.1	NA	"0.029 m³/h"	"0.037 m³/h"	"0 h"	"57.084 m³"	26.8	"0 s"	"1114612579"
2019-03-18	22	57.109	"0.000 m³"	"0.019 m³/h"	"3131 h"	32.9	NA	"0.020 m³/h"	"0.028 m³/h"	"0 h"	"57.109 m³"	26.4	"0 s"	"1114612579"
2019-03-18	23	57.128	"0.000 m³"	"0.023 m³/h"	"3132 h"	32.7	NA	"0.018 m³/h"	"0.020 m³/h"	"0 h"	"57.128 m³"	25.9	"0 s"	"1114612579"
2019-03-19	0	57.146	"0.000 m³"	"0.017 m³/h"	"3133 h"	32.7	NA	"0.017 m³/h"	"0.017 m³/h"	"0 h"	"57.146 m³"	25.5	"0 s"	"1114612579"
2019-03-19	1	57.386	"0.000 m³"	"2.646 m³/h"	"3134 h"	33.4	NA	"0.018 m³/h"	"0.909 m³/h"	"0 h"	"57.386 m³"	25.1	"0 s"	"1114612579"
2019-03-19	2	58.315	"0.000 m³"	"0.079 m³/h"	"3135 h"	33.1	NA	"0.083 m³/h"	"2.787 m³/h"	"0 h"	"58.315 m³"	24.9	"0 s"	"1114612579"
2019-03-19	3	58.369	"0.000 m³"	"0.037 m³/h"	"3136 h"	32.9	NA	"0.042 m³/h"	"0.068 m³/h"	"0 h"	"58.369 m³"	24.7	"0 s"	"1114612579"
2019-03-19	4	58.401	"0.000 m³"	"0.027 m³/h"	"3137 h"	32.7	NA	"0.028 m³/h"	"0.037 m³/h"	"0 h"	"58.401 m³"	24.3	"0 s"	"1114612579"
2019-03-19	5	58.424	"0.000 m³"	"0.018 m³/h"	"3138 h"	32.5	NA	"0.020 m³/h"	"0.026 m³/h"	"0 h"	"58.424 m³"	23.9	"0 s"	"1114612579"
2019-03-19	6	58.441	"0.000 m³"	"0.008 m³/h"	"3139 h"	32.3	NA	"0.017 m³/h"	"0.018 m³/h"	"0 h"	"58.441 m³"	23.7	"0 s"	"1114612579"
2019-03-19	7	59.65	"0.000 m³"	"0.137 m³/h"	"3140 h"	33.3	NA	"0.154 m³/h"	"2.853 m³/h"	"0 h"	"59.650 m³"	24.5	"0 s"	"1114612579"
2019-03-19	8	59.719	"0.000 m³"	"0.042 m³/h"	"3141 h"	33.2	NA	"0.052 m³/h"	"0.095 m³/h"	"0 h"	"59.719 m³"	26.6	"0 s"	"1114612579"
2019-03-19	9	59.76	"0.000 m³"	"0.047 m³/h"	"3142 h"	33.1	NA	"0.035 m³/h"	"0.046 m³/h"	"0 h"	"59.760 m³"	28.4	"0 s"	"1114612579"
2019-03-19	10	59.789	"0.000 m³"	"0.017 m³/h"	"3143 h"	33.1	NA	"0.027 m³/h"	"0.032 m³/h"	"0 h"	"59.789 m³"	30.1	"0 s"	"1114612579"
2019-03-19	11	59.812	"0.000 m³"	"0.016 m³/h"	"3144 h"	33.2	NA	"0.021 m³/h"	"0.024 m³/h"	"0 h"	"59.812 m³"	31.5	"0 s"	"1114612579"
2019-03-19	12	59.832	"0.000 m³"	"0.000 m³/h"	"3145 h"	33.3	NA	"0.019 m³/h"	"0.021 m³/h"	"0 h"	"59.832 m³"	32.1	"0 s"	"1114612579"
2019-03-19	13	59.85	"0.000 m³"	"0.016 m³/h"	"3146 h"	33.3	NA	"0.017 m³/h"	"0.019 m³/h"	"0 h"	"59.850 m³"	32.8	"0 s"	"1114612579"
2019-03-19	14	59.866	"0.000 m³"	"0.020 m³/h"	"3147 h"	33.3	NA	"0.014 m³/h"	"0.017 m³/h"	"0 h"	"59.866 m³"	33.4	"0 s"	"1114612579"
2019-03-19	15	59.879	"0.000 m³"	"0.006 m³/h"	"3148 h"	33.3	NA	"0.012 m³/h"	"0.014 m³/h"	"0 h"	"59.879 m³"	33.4	"0 s"	"1114612579"
2019-03-19	16	60.171	"0.000 m³"	"2.560 m³/h"	"3149 h"	33.5	NA	"0.012 m³/h"	"1.131 m³/h"	"0 h"	"60.171 m³"	32.8	"0 s"	"1114612579"
